Name,Token Address,Num Holders
Ethernity,0xbbc2ae13b23d715c30720f079fcd9b4a74093505,29936.0
Aurox,0xc6dddb5bc6e61e0841c54f3e723ae1f3a807260b,20670.0
ChainGuardians,0x1fe24f25b1cf609b9c4e7e12d802e3640dfa5e43,10008.0
Vow,0x1BBf25e71EC48B84d773809B4bA55B6F4bE946Fb,26739.0
Pando,0x252b9F56359901a0BDE52d0675b1f1130d86F471,14791.0
Illuvium,0x767fe9edc9e0df98e07454847909b5e959d7ca0e,47864.0
MeetPle,0x47481c1b44F2A1c0135c45AA402CE4F4dDE4D30e,13920.0
xSUSHI,0x8798249c2E607446EfB7Ad49eC89dD1865Ff4272,15635.0
Strike,0x74232704659ef37c08995e386a2e26cc27a8d7b1,10305.0
Polychain Monsters,0x1796ae0b0fa4862485106a0de9b654eFE301D0b2,16012.0
Efinity Token,0x656C00e1BcD96f256F224AD9112FF426Ef053733,17024.0
Tribe,0xc7283b66Eb1EB5FB86327f08e1B5816b0720212B,14468.0
Pundi X (New),0x0fd10b9899882a6f2fcb5c371e17e70fdee00c38,19295.0
CARD.STARTER,0x3d6f0dea3ac3c607b3998e6ce14b6350721752d9,12092.0
Alchemist,0x88acdd2a6425c3faae4bc9650fd7e27e0bebb7ab,10952.0
Metaverse Index,0x72e364f2abdc788b7e918bc238b21f109cd634d7,10805.0
Doge Killer,0x27c70cd1946795b66be9d954418546998b546634,30650.0
Vulcan Forged (PYR),0x430ef9263e76dae63c84292c3409d61c598e9682,16458.0
Kishu Inu,0xA2b4C0Af19cC16a6CfAcCe81F192B024d625817D,262529.0
Ampleforth Governance Token,0x77fba179c79de5b7653f68b5039af940ada60ce0,26276.0
Dogelon Mars,0x761d38e5ddf6ccf6cf7c55759d5210750b5d60f3,147376.0
Kyber Network Crystal v2,0xdeFA4e8a7bcBA345F687a2f1456F5Edd9CE97202,17166.0
Biconomy,0xf17e65822b568b3903685a7c9f496cf7656cc6c2,14883.0
SingularityDAO,0x993864e43caa7f7f12953ad6feb1d1ca635b875f,14898.0
Metis,0x9E32b13ce7f2E80A01932B42553652E053D6ed8e,22228.0
GogolCoin,0x083d41d6dd21ee938f0c055ca4fb12268df0efac,16009.0
Wilder World,0x2a3bff78b79a009976eea096a51a948a3dc00e34,15261.0
Sanshu Inu,0xc73c167e7a4ba109e4052f70d5466d0c312a344d,44821.0
Virtue Poker,0x5eeaa2dcb23056f4e8654a349e57ebe5e76b5e6e,14450.0
Tiger King Coin,0x24e89bdf2f65326b94e36978a7edeac63623dafa,15481.0
EthereumMax,0x15874d65e649880c2614e7a480cb7c9a55787ff6,109556.0
Convex Finance,0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b,22644.0
Netvrk,0xfc0d6cf33e38bce7ca7d89c0e292274031b7157a,10063.0
SafeMoon Inu,0xCd7492db29E2ab436e819b249452EE1bbDf52214,16838.0
Bezoge Earth,0xdc349913d53b446485e98b76800b6254f43df695,30655.0
Zoo Token,0x1341a2257fa7b770420ef70616f888056f90926c,18668.0
Gitcoin,0xde30da39c46104798bb5aa3fe8b9e0e1f348163f,83719.0
AstroElon,0x97b65710d03e12775189f0d113202cc1443b0aa2,13716.0
Gomining,0x7Ddc52c4De30e94Be3A6A0A2b259b2850f421989,10352.0
Swarm,0x19062190b1925b5b6689d7073fdfc8c2976ef8cb,24034.0
Kuma Inu,0x48c276e8d03813224bb1e55f953adb6d02fd3e02,23994.0
Baby Doge Coin,0xac57de9c1a09fec648e93eb98875b212db0d460b,12702.0
EQIFI,0xbd3de9a069648c84d27d74d701c9fa3253098b15,11798.0
Immutable,0xf57e7e7c23978c3caec3c3548e3d615c346e79ff,72143.0
Gods Unchained,0xccc8cb5229b0ac8069c51fd58367fd1e622afd97,17954.0
Yield Guild Games,0x25f8087ead173b73d6e8b84329989a8eea16cf73,22206.0
UFO Gaming,0x249e38ea4102d0cf8264d3701f1a0e39c4f2dc3b,68873.0
DeRace,0x9fa69536d1cda4a04cfb50688294de75b505a9ae,11865.0
Qredo,0x4123a133ae3c521fd134d7b13a2dec35b56c2463,13727.0
FLOKI,0xcf0c122c6b73ff809c693db761e7baebe62b6a2e,73795.0
Starlink,0x8e6cd950ad6ba651f6dd608dc70e5886b1aa6b24,36127.0
Million,0x6b4c7a5e3f0b99fcd83e9c089bddd6c7fce5c611,12353.0
BabyDoge ETH,0xac8e13ecc30da7ff04b842f21a62a1fb0f10ebd5,19548.0
Witch Token,0xdc524e3c6910257744c1f93cf15e9f472b5bd236,10928.0
DeFine,0x62959c699a52ec647622c91e79ce73344e4099f5,11101.0
dYdX (ethDYDX),0x92d6c1e31e14520e676a687f0a93788b716beff5,53208.0
Wrapped LUNA Classic,0xd2877702675e6ceb975b4a1dff9fb7baf4c91ea9,84954.0
BitDAO,0x1A4b46696b2bB4794Eb3D4c26f1c55F9170fa4C5,20806.0
Ryoshis Vision,0x777E2ae845272a2F540ebf6a3D03734A5a8f618e,35644.0
Spell Token,0x090185f2135308bad17527004364ebcc2d37e5f6,32774.0
The Doge NFT,0xbaac2b4491727d78d2b78815144570b9f2fe8899,13488.0
ASH,0x64d91f12ece7362f91a6f8e7940cd55f05060b92,10470.0
Adventure Gold,0x32353a6c91143bfd6c7d363b546e62a9a2489a20,13216.0
Bone ShibaSwap,0x9813037ee2218799597d83D4a5B6F3b6778218d9,95892.0
Galxe,0x5fAa989Af96Af85384b8a938c2EdE4A7378D9875,18363.0
Merchant Token,0xe66b3aa360bb78468c00bebe163630269db3324f,56761.0
Mononoke Inu,0x4da08a1bff50be96bded5c7019227164b49c2bfc,62374.0
Stader,0x30D20208d987713f46DFD34EF128Bb16C404D10f,15931.0
Universal Basic Income,0xdd1ad9a21ce722c151a836373babe42c868ce9a4,13968.0
Piccolo Inu,0x3a1311b8c404629e38f61d566cefefed083b9670,13300.0
Worldcoin,0x163f8c2467924be0ae7b5347228cabf260318753,10839.0
Shiryo,0x1E2F15302B90EddE696593607b6bD444B64e8F02,46076.0
Ethereum Name Service,0xC18360217D8F7Ab5e7c516566761Ea12Ce7F9D72,66155.0
GM Wagmi,0xbc7250c8c3eca1dfc1728620af835fca489bfdf3,12995.0
ConstitutionDAO,0x7a58c0be72be218b41c608b7fe7c5bb630736c71,17166.0
Victoria VR,0x7d5121505149065b562c789a0145ed750e6e8cdd,10892.0
Mintlayer,0x059956483753947536204e89bfad909e1a434cc6,11364.0
MADworld,0x31c2415c946928e9FD1Af83cdFA38d3eDBD4326f,16633.0
Rocket Pool ETH,0xae78736cd615f374d3085123a210448e74fc6393,18623.0
EVERY GAME,0x62d3c05b9c3d916fbc111819bbd3cee52906c1ae,11428.0
DappRadar,0x44709a920fccf795fbc57baa433cc3dd53c44dbe,13545.0
SENATE,0x34Be5b8C30eE4fDe069DC878989686aBE9884470,16015.0
Rollbit Coin,0x046eee2cc3188071c02bfc1745a6b17c656e3f3d,24135.0
SIDUS,0x549020a9Cb845220D66d3E9c6D9F9eF61C981102,31827.0
LIT,0xC5b3D3231001a776123194Cf1290068e8b0C783b,10116.0
NvirWorld,0x9d71CE49ab8A0E6D2a1e7BFB89374C9392FD6804,18401.0
Mongoose,0xa1817b6d8d890f3943b61648992730373b71f156,14460.0
pSTAKE Finance,0xfB5c6815cA3AC72Ce9F5006869AE67f18bF77006,15200.0
Frontrow,0xe6602b34d8510b033e000975b3322537c7172441,12353.0
Governance OHM,0x0ab87046fBb341D058F17CBC4c1133F25a20a52f,38637.0
OpenDAO,0x3b484b82567a09e2588a13d54d032153f0c0aee0,185082.0
ShibaDoge,0x6adb2e268de2aa1abf6578e4a8119b960e02928f,29438.0
Gas DAO,0x6bba316c48b49bd1eac44573c5c871ff02958469,45190.0
NFT Worlds,0xd5d86fc8d5c0ea1ac1ac5dfab6e529c9967a45e9,10862.0
Artificial Liquid Intelligence,0x6b0b3a982b4634ac68dd83a4dbf02311ce324181,12589.0
LooksRare,0xf4d2888d29d722226fafa5d9b24f9164c092421e,72743.0
MoonDAO,0x20d4DB1946859E2Adb0e5ACC2eac58047aD41395,11800.0
NYM,0x525A8F6F3Ba4752868cde25164382BfbaE3990e1,15057.0
IQ Protocol,0x6dDa263994aAB33F5Ed612294E26f2A13DF0dA05,10288.0
Cult DAO,0xf0f9d895aca5c8678f706fb8216fa22957685a13,19590.0
NuriFootBall,0x00281dfce4cfd72c0b6fda2aaaf077258743f9e8,10863.0
RSS3,0xc98d64da73a6616c42117b582e832812e7b8d57f,20803.0
GMT,0xe3c408bd53c31c085a1746af401a4042954ff740,11532.0
X2Y2,0x1E4EDE388cbc9F4b5c79681B7f94d36a11ABEBC9,11261.0
Lets Go Brandon,0xA6586E19EF681b1AC0ED3D46413D199a555dBB95,11009.0
Onyxcoin,0xA2cd3D43c775978A96BdBf12d733D5A1ED94fb18,13044.0
Hedron,0x3819f64f282bf135d62168c1e513280daf905e06,33652.0
bobcoin,0xe803178b48A0e560C2b19F3b3d4e504f79D229ce,12207.0
ApeCoin,0x4d224452801aced8b2f0aebe155379bb5d594381,145227.0
Shiba Predator,0xa71d0588EAf47f12B13cF8eC750430d21DF04974,12785.0
Stargate Finance,0xaf5191b0de278c7286d6c7cc6ab6bb8a73ba2cd6,35958.0
ECOMI,0xeD35af169aF46a02eE13b9d79Eb57d6D68C1749e,24009.0
BendDAO,0x0d02755a5700414b26ff040e1de35d337df56218,18189.0
Stronger,0xdc0327d50e6c73db2f8117760592c8bbf1cdcf38,30866.0
LynKey,0xef952363c1d990a2fa58f8b379a9fa33bad1dfd1,10062.0
CAW(A Hunters Dream),0xf3b9569F82B18aEf890De263B84189bd33EBe452,23656.0
Castello Coin,0x3fab0bbaa03bceaf7c49e2b12877db0142be65fc,10484.0
Vehicle Mining System,0x55af2344088e2fbca58cacc36b4b2815675a3f98,17319.0
Konnect,0x4c601dc69affb0d4fc8de1ac303705e432a4a27e,11616.0
Hop Protocol,0xc5102fe9359fd9a28f877a67e36b0f050d81a3cc,13879.0
Dejitaru Tsuka,0xc5fb36dd2fb59d3b98deff88425a3f425ee469ed,13962.0
MetaOctagon,0x171d76d931529384639bc9aad5b77b77041ed604,10158.0
Ondo,0xfAbA6f8e4a5E8Ab82F62fe7C39859FA577269BE3,13174.0
Qlindo,0xc18c07a18198a6340cf4d94855fe5eb6dd33b46e,10520.0
Coinbase Wrapped Staked ETH,0xbe9895146f7af43049ca1c1ae358b0541ea49704,47387.0
INOFI,0xa4be4cDC552891a6702E1aE9645EF445179a4463,17534.0
Shopping.io,0x64b78325d7495d6d4be92f234fa3f3b8d8964b8b,17219.0
Tamadoge,0x12b6893cE26Ea6341919FE289212ef77e51688c8,29757.0
XEN Crypto,0x06450dEe7FD2Fb8E39061434BAbCFC05599a6Fb8,166870.0
Myria,0xa0ef786bf476fe0810408caba05e536ac800ff86,18656.0
Boop,0x8013266cb5c9dd48bE3Ad7D1CE832874d64B3Ce1,13030.0
Hashflow,0xb3999F658C0391d94A37f7FF328F3feC942BcADC,12189.0
Trillant,0xcc06579a4cd31b79d5277ed637edbfeb7bb2686a,16679.0
Shibnobi(New),0x7DAc25b1A665e1c70F25F1fC37d88C99274984ed,12179.0
IMPT,0x04c17b9d3b29a78f7bd062a57cf44fc633e71f85,18833.0
Blur,0x5283d291dbcf85356a21ba090e6db59121208b44,53124.0
Dash 2 Trade,0x4Dd942bAa75810a3C1E876e79d5cD35E09C97A76,14780.0
tomiNet,0x4385328cc4d643ca98dfea734360c0f596c83449,13410.0
0x0.ai,0x5a3e6a77ba2f983ec0d371ea3b475f8bc0811ad5,17429.0
PAWSWAP,0xdc63269ea166b70d4780b3a11f5c825c2b761b01,10349.0
Echelon Prime,0xb23d80f5fefcddaa212212f028021b41ded428cf,11572.0
ATOR Protocol,0x0f7b3f5a8fed821c5eb60049538a548db2d479ce,16365.0
Optimus AI,0x562e362876c8aee4744fc2c6aac8394c312d215d,12407.0
AllianceBlock Nexera,0x644192291cc835a93d6330b24ea5f5fedd0eef9e,18974.0
Luffy,0x54012cDF4119DE84218F7EB90eEB87e25aE6EBd7,23205.0
Renq Finance,0xff8C479134A18918059493243943150776cF8CF2,10991.0
Switch,0xb10cc888cb2cce7036f4c7ecad8a57da16161338,11047.0
Metacade,0xed328e9c1179a30ddc1e7595e036aed8760c22af,10394.0
ADreward,0xe973e453977195422b48e1852a207b7ee9c913c7,10936.0
Pepe,0x6982508145454ce325ddbe47a25d4ec3d2311933,155070.0
Wojak,0x5026F006B85729a8b14553FAE6af249aD16c9aaB,13069.0
Love Hate Inu,0xcedefe438860d2789da6419b3a19cece2a41038d,13537.0
Bazaars,0x8d96B4ab6C741a4C8679AE323a100d74f085BA8F,10163.0
Troll,0xf8ebf4849F1Fa4FaF0DFF2106A173D3A6CB2eB3A,11633.0
BOB,0x7D8146cf21e8D7cbe46054e01588207b51198729,17964.0
Jesus Coin,0xba386A4Ca26B85FD057ab1Ef86e3DC7BdeB5ce70,15425.0
MongCoin,0x1ce270557C1f68Cfb577b856766310Bf8B47FD9C,17897.0
POOH,0xb69753c06bb5c366be51e73bfc0cc2e3dc07e371,14779.0
Turbo,0xa35923162c49cf95e6bf26623385eb431ad920d3,15442.0
Sponge,0x25722cd432d02895d9be45f5deb60fc479c8781e,13134.0
Milady Meme Coin,0x12970e6868f88f6557b76120662c1b3e50a646bf,17559.0
Ben,0x9bf1d7d63dd7a4ce167cf4866388226eeefa702e,22517.0
swETH,0xf951E335afb289353dc249e82926178EaC7DEd78,31726.0
HarryPotterObamaSonic10Inu (ERC-20),0x72e4f9f808c49a2a61de9c5896298920dc4eeea9,14362.0
Bad Idea AI,0x32b86b99441480a7e5bd3a26c124ec2373e3f015,15236.0
MEMEVENGERS,0xddf688e96cb2531a69bf6347c02f069266c1aa81,14491.0
Love,0xB22C05CeDbF879a661fcc566B5a759d005Cf7b4C,28540.0
PLANET,0x2ad9addd0d97ec3cdba27f92bf6077893b76ab0b,20512.0
FairERC20,0x2eCBa91da63C29EA80Fbe7b52632CA2d1F8e5Be0,11727.0
UniBot,0xf819d9cb1c2a819fd991781a822de3ca8607c3c9,10096.0
Mantle,0x3c3a81e81dc49a522a592e7622a7e711c06bf354,12503.0
PAAL AI,0x14fee680690900ba0cccfc76ad70fd1b95d10e16,22383.0
AIDOGE,0xe1283567345349942acdfad3692924a1b16cf3cc,26886.0
Arkham,0x6e2a43be0b1d33b726f0ca3b8de60b3482b8b050,18127.0
Stader ETHx,0xA35b1B31Ce002FBF2058D22F30f95D405200A15b,15620.0
Pond Coin,0x423f4e6138E475D85CF7Ea071AC92097Ed631eea,16517.0
El Hippo,0x7b744eEa1dECa2f1B7b31F15Ba036Fa1759452d7,12769.0
Tipcoin,0x49366a946b955E904AbeC239A4E07aCc664Fb47C,15782.0
Tipcoin,0x0176b898e92e814c06cc379e508ceb571f70bd40,13367.0
Real Smurf Cat (ETH),0xfF836A5821E69066c87E268bC51b849FaB94240C,11484.0
Wall Street Memes,0xb62e45c3df611dce236a6ddc7a493d79f9dfadef,39764.0
Shido (New),0x72c60bFffEF18dCa51db32b52b819A951b6Ddbed,14726.0
Big Time,0x64Bc2cA1Be492bE7185FAA2c8835d9b824c8a194,12862.0
LONG (ETH),0x0080428794a79a40ae03cf6E6C1D56bd5467a4A2,39006.0
Beam,0x62D0A8458eD7719FDAF978fe5929C6D342B0bFcE,22777.0
Memecoin,0xb131f4a55907b10d1f0a50d8ab8fa09ec342cd74,950779.0
Grok,0x8390a1da07e376ef7add4be859ba74fb83aa02d5,16721.0
Multibit,0x38e382f74dfb84608f3c1f10187f6bef5951de93,18456.0
Autonolas,0x0001a500a6b18995b03f44bb040a5ffc28e45cb0,14527.0
BitStable,0xda31d0d1bc934fc34f7189e38a413ca0a5e8b44f,12914.0
UPCX,0x487d62468282Bd04ddf976631C23128A425555EE,64221.0
TitanX,0xF19308F923582A6f7c465e5CE7a9Dc1BEC6665B1,10767.0
Altlayer,0x8457CA5040ad67fdebbCC8EdCE889A335Bc0fbFB,162021.0
SatoshiVM,0x15e6E0D4ebeAC120F9a97e71FaA6a0235b85ED12,13592.0
PepeFork,0xb9f599ce614Feb2e1BBe58F180F370D05b39344E,11411.0
Kelp DAO Restaked ETH,0xA1290d69c65A6Fe4DF752f95823fae25cB99e5A7,15151.0
